# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-07-13 22:30:42 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03287500 KENTUCKY RIVER AT LOCK 4 AT FRANKFORT, KY
# -----------------------------------------------------------------------------------
#
# Data provided for site 03287500
#    DD parameter   Description
#    01   00010     Temperature, water, degrees Celsius
#    02   00060     Discharge, cubic feet per second
#    07   00065     Gage height, feet
#    22   00045     Precipitation, total, inches
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	tz_cd	01_00010	01_00010_cd	02_00060	02_00060_cd	07_00065	07_00065_cd	22_00045	22_00045_cd
USGS	03287500	2016-07-06 06:45	EDT	27.0	P	4300	P	8.37	P	0.00	P
USGS	03287500	2016-07-06 07:00	EDT	27.0	P	4300	P	8.37	P	0.00	P
USGS	03287500	2016-07-06 07:15	EDT	27.0	P	4270	P	8.36	P	0.00	P
USGS	03287500	2016-07-06 07:30	EDT	27.0	P	4230	P	8.35	P	0.00	P
USGS	03287500	2016-07-06 07:45	EDT	27.0	P	4230	P	8.35	P	0.00	P
USGS	03287500	2016-07-06 08:00	EDT	27.0	P	4200	P	8.34	P	0.00	P
USGS	03287500	2016-07-06 08:15	EDT	27.0	P	4170	P	8.33	P	0.00	P
USGS	03287500	2016-07-06 08:30	EDT	27.0	P	4170	P	8.33	P	0.00	P
USGS	03287500	2016-07-06 08:45	EDT	27.0	P	4130	P	8.32	P	0.00	P
USGS	03287500	2016-07-06 09:00	EDT	26.9	P	4100	P	8.31	P	0.00	P
USGS	03287500	2016-07-06 09:15	EDT	26.9	P	4100	P	8.31	P	0.00	P
USGS	03287500	2016-07-06 09:30	EDT	27.0	P	4040	P	8.29	P	0.00	P
USGS	03287500	2016-07-06 09:45	EDT	27.0	P	4040	P	8.29	P	0.00	P
USGS	03287500	2016-07-06 10:00	EDT	26.9	P	4000	P	8.28	P	0.00	P
USGS	03287500	2016-07-06 10:15	EDT	27.0	P	4000	P	8.28	P	0.00	P
USGS	03287500	2016-07-06 10:30	EDT	26.9	P	3970	P	8.27	P	0.00	P
USGS	03287500	2016-07-06 10:45	EDT	27.0	P	3940	P	8.26	P	0.00	P
USGS	03287500	2016-07-06 11:00	EDT	27.0	P	3940	P	8.26	P	0.00	P
USGS	03287500	2016-07-06 11:15	EDT	27.0	P	3910	P	8.25	P	0.00	P
USGS	03287500	2016-07-06 11:30	EDT	27.0	P	3870	P	8.24	P	0.00	P
USGS	03287500	2016-07-06 11:45	EDT	27.0	P	3870	P	8.24	P	0.00	P
USGS	03287500	2016-07-06 12:00	EDT	27.0	P	3810	P	8.22	P	0.00	P
USGS	03287500	2016-07-06 12:15	EDT	27.1	P	3810	P	8.22	P	0.00	P
USGS	03287500	2016-07-06 12:30	EDT	27.1	P	3780	P	8.21	P	0.00	P
USGS	03287500	2016-07-06 12:45	EDT	27.2	P	3740	P	8.20	P	0.00	P
USGS	03287500	2016-07-06 13:00	EDT	27.2	P	3710	P	8.19	P	0.00	P
USGS	03287500	2016-07-06 13:15	EDT	27.2	P	3680	P	8.18	P	0.00	P
USGS	03287500	2016-07-06 13:30	EDT	27.2	P	3680	P	8.18	P	0.00	P
USGS	03287500	2016-07-06 13:45	EDT	27.3	P	3680	P	8.18	P	0.00	P
USGS	03287500	2016-07-06 14:00	EDT	27.3	P	3650	P	8.17	P	0.00	P
USGS	03287500	2016-07-06 14:15	EDT	27.3	P	3620	P	8.16	P	0.00	P
USGS	03287500	2016-07-06 14:30	EDT	27.3	P	3590	P	8.15	P	0.00	P
USGS	03287500	2016-07-06 14:45	EDT	27.3	P	3620	P	8.16	P	0.00	P
USGS	03287500	2016-07-06 15:00	EDT	27.4	P	3590	P	8.15	P	0.00	P
USGS	03287500	2016-07-06 15:15	EDT	27.5	P	3590	P	8.15	P	0.00	P
USGS	03287500	2016-07-06 15:30	EDT	27.4	P	3520	P	8.13	P	0.01	P
USGS	03287500	2016-07-06 15:45	EDT	27.4	P	3490	P	8.12	P	0.00	P
USGS	03287500	2016-07-06 16:00	EDT	27.4	P	3490	P	8.12	P	0.00	P
USGS	03287500	2016-07-06 16:15	EDT	27.3	P	3430	P	8.10	P	0.00	P
USGS	03287500	2016-07-06 16:30	EDT	27.3	P	3430	P	8.10	P	0.00	P
USGS	03287500	2016-07-06 16:45	EDT	27.3	P	3430	P	8.10	P	0.00	P
USGS	03287500	2016-07-06 17:00	EDT	27.3	P	3400	P	8.09	P	0.00	P
USGS	03287500	2016-07-06 17:15	EDT	27.3	P	3370	P	8.08	P	0.00	P
USGS	03287500	2016-07-06 17:30	EDT	27.3	P	3370	P	8.08	P	0.00	P
USGS	03287500	2016-07-06 17:45	EDT	27.3	P	3370	P	8.08	P	0.00	P
USGS	03287500	2016-07-06 18:00	EDT	27.3	P	3310	P	8.06	P	0.00	P
USGS	03287500	2016-07-06 18:15	EDT	27.3	P	3340	P	8.07	P	0.00	P
USGS	03287500	2016-07-06 18:30	EDT	27.3	P	3310	P	8.06	P	0.00	P
USGS	03287500	2016-07-06 18:45	EDT	27.3	P	3310	P	8.06	P	0.00	P
USGS	03287500	2016-07-06 19:00	EDT	27.3	P	3340	P	8.07	P	0.00	P
USGS	03287500	2016-07-06 19:15	EDT	27.3	P	3250	P	8.04	P	0.00	P
USGS	03287500	2016-07-06 19:30	EDT	27.3	P	3250	P	8.04	P	0.00	P
USGS	03287500	2016-07-06 19:45	EDT	27.3	P	3190	P	8.02	P	0.00	P
USGS	03287500	2016-07-06 20:00	EDT	27.3	P	3220	P	8.03	P	0.00	P
USGS	03287500	2016-07-06 20:15	EDT	27.2	P	3190	P	8.02	P	0.00	P
USGS	03287500	2016-07-06 20:30	EDT	27.2	P	3190	P	8.02	P	0.00	P
USGS	03287500	2016-07-06 20:45	EDT	27.2	P	3160	P	8.01	P	0.00	P
USGS	03287500	2016-07-06 21:00	EDT	27.2	P	3130	P	8.00	P	0.00	P
USGS	03287500	2016-07-06 21:15	EDT	27.2	P	3130	P	8.00	P	0.00	P
USGS	03287500	2016-07-06 21:30	EDT	27.2	P	3130	P	8.00	P	0.00	P
USGS	03287500	2016-07-06 21:45	EDT	27.2	P	3100	P	7.99	P	0.00	P
USGS	03287500	2016-07-06 22:00	EDT	27.2	P	3100	P	7.99	P	0.00	P
USGS	03287500	2016-07-06 22:15	EDT	27.2	P	3070	P	7.98	P	0.00	P
USGS	03287500	2016-07-06 22:30	EDT	27.2	P	3070	P	7.98	P	0.00	P
USGS	03287500	2016-07-06 22:45	EDT	27.2	P	3070	P	7.98	P	0.00	P
USGS	03287500	2016-07-06 23:00	EDT	27.2	P	3040	P	7.97	P	0.00	P
USGS	03287500	2016-07-06 23:15	EDT	27.1	P	3040	P	7.97	P	0.00	P
USGS	03287500	2016-07-06 23:30	EDT	27.1	P	3040	P	7.97	P	0.00	P
USGS	03287500	2016-07-06 23:45	EDT	27.1	P	3010	P	7.96	P	0.00	P
USGS	03287500	2016-07-07 00:00	EDT	27.1	P	3010	P	7.96	P	0.00	P
USGS	03287500	2016-07-07 00:15	EDT	27.1	P	3010	P	7.96	P	0.00	P
USGS	03287500	2016-07-07 00:30	EDT	27.1	P	3010	P	7.96	P	0.00	P
USGS	03287500	2016-07-07 00:45	EDT	27.1	P	2980	P	7.95	P	0.00	P
USGS	03287500	2016-07-07 01:00	EDT	27.1	P	2980	P	7.95	P	0.00	P
USGS	03287500	2016-07-07 01:15	EDT	27.1	P	2950	P	7.94	P	0.00	P
USGS	03287500	2016-07-07 01:30	EDT	27.1	P	2950	P	7.94	P	0.00	P
USGS	03287500	2016-07-07 01:45	EDT	27.1	P	2950	P	7.94	P	0.00	P
USGS	03287500	2016-07-07 02:00	EDT	27.1	P	2950	P	7.94	P	0.00	P
USGS	03287500	2016-07-07 02:15	EDT	27.1	P	2950	P	7.94	P	0.00	P
USGS	03287500	2016-07-07 02:30	EDT	27.0	P	2930	P	7.93	P	0.00	P
USGS	03287500	2016-07-07 02:45	EDT	26.9	P	2930	P	7.93	P	0.00	P
USGS	03287500	2016-07-07 03:00	EDT	26.9	P	2930	P	7.93	P	0.01	P
USGS	03287500	2016-07-07 03:15	EDT	26.9	P	2930	P	7.93	P	0.00	P
USGS	03287500	2016-07-07 03:30	EDT	26.9	P	2930	P	7.93	P	0.00	P
USGS	03287500	2016-07-07 03:45	EDT	26.9	P	2930	P	7.93	P	0.00	P
USGS	03287500	2016-07-07 04:00	EDT	26.9	P	2930	P	7.93	P	0.00	P
USGS	03287500	2016-07-07 04:15	EDT	26.9	P	2930	P	7.93	P	0.00	P
USGS	03287500	2016-07-07 04:30	EDT	26.9	P	2900	P	7.92	P	0.00	P
USGS	03287500	2016-07-07 04:45	EDT	26.9	P	2900	P	7.92	P	0.00	P
USGS	03287500	2016-07-07 05:00	EDT	26.9	P	2900	P	7.92	P	0.00	P
USGS	03287500	2016-07-07 05:15	EDT	26.9	P	2900	P	7.92	P	0.00	P
USGS	03287500	2016-07-07 05:30	EDT	26.9	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 05:45	EDT	26.9	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 06:00	EDT	26.9	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 06:15	EDT	26.9	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 06:30	EDT	26.9	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 06:45	EDT	26.9	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 07:00	EDT	26.9	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 07:15	EDT	26.9	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 07:30	EDT	26.9	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 07:45	EDT	26.9	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 08:00	EDT	26.9	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 08:15	EDT	26.9	P	2840	P	7.90	P	0.00	P
USGS	03287500	2016-07-07 08:30	EDT	26.9	P	2840	P	7.90	P	0.00	P
USGS	03287500	2016-07-07 08:45	EDT	27.0	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 09:00	EDT	27.0	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 09:15	EDT	27.0	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 09:30	EDT	27.0	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 09:45	EDT	27.0	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 10:00	EDT	27.0	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 10:15	EDT	27.0	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 10:30	EDT	27.0	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 10:45	EDT	27.0	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 11:00	EDT	26.9	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 11:15	EDT	26.9	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 11:30	EDT	27.0	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 11:45	EDT	27.0	P	2870	P	7.91	P	0.00	P
USGS	03287500	2016-07-07 12:00	EDT	27.0	P	2900	P	7.92	P	0.00	P
USGS	03287500	2016-07-07 12:15	EDT	27.0	P	2900	P	7.92	P	0.00	P
USGS	03287500	2016-07-07 12:30	EDT	27.0	P	2900	P	7.92	P	0.00	P
USGS	03287500	2016-07-07 12:45	EDT	27.1	P	2900	P	7.92	P	0.00	P
USGS	03287500	2016-07-07 13:00	EDT	27.1	P	2900	P	7.92	P	0.00	P
USGS	03287500	2016-07-07 13:15	EDT	27.1	P	2900	P	7.92	P	0.00	P
USGS	03287500	2016-07-07 13:30	EDT	27.2	P	2900	P	7.92	P	0.00	P
USGS	03287500	2016-07-07 13:45	EDT	27.2	P	2930	P	7.93	P	0.00	P
USGS	03287500	2016-07-07 14:00	EDT	27.2	P	2930	P	7.93	P	0.00	P
USGS	03287500	2016-07-07 14:15	EDT	27.3	P	2950	P	7.94	P	0.00	P
USGS	03287500	2016-07-07 14:30	EDT	27.3	P	2950	P	7.94	P	0.00	P
USGS	03287500	2016-07-07 14:45	EDT	27.4	P	2980	P	7.95	P	0.00	P
USGS	03287500	2016-07-07 15:00	EDT	27.4	P	2950	P	7.94	P	0.00	P
USGS	03287500	2016-07-07 15:15	EDT	27.4	P	2980	P	7.95	P	0.00	P
USGS	03287500	2016-07-07 15:30	EDT	27.4	P	3010	P	7.96	P	0.00	P
USGS	03287500	2016-07-07 15:45	EDT	27.4	P	3010	P	7.96	P	0.00	P
USGS	03287500	2016-07-07 16:00	EDT	27.5	P	3010	P	7.96	P	0.00	P
USGS	03287500	2016-07-07 16:15	EDT	27.5	P	3010	P	7.96	P	0.00	P
USGS	03287500	2016-07-07 16:30	EDT	27.5	P	3040	P	7.97	P	0.00	P
USGS	03287500	2016-07-07 16:45	EDT	27.5	P	3010	P	7.96	P	0.00	P
USGS	03287500	2016-07-07 17:00	EDT	27.5	P	3040	P	7.97	P	0.00	P
USGS	03287500	2016-07-07 17:15	EDT	27.5	P	3070	P	7.98	P	0.00	P
USGS	03287500	2016-07-07 17:30	EDT	27.5	P	3100	P	7.99	P	0.00	P
USGS	03287500	2016-07-07 17:45	EDT	27.5	P	3100	P	7.99	P	0.00	P
USGS	03287500	2016-07-07 18:00	EDT	27.4	P	2950	P	7.94	P	0.00	P
USGS	03287500	2016-07-07 18:15	EDT	27.5	P	3130	P	8.00	P	0.00	P
USGS	03287500	2016-07-07 18:30	EDT	27.4	P	3130	P	8.00	P	0.00	P
USGS	03287500	2016-07-07 18:45	EDT	27.5	P	3130	P	8.00	P	0.00	P
USGS	03287500	2016-07-07 19:00	EDT	27.5	P	3130	P	8.00	P	0.00	P
USGS	03287500	2016-07-07 19:15	EDT	27.5	P	3160	P	8.01	P	0.00	P
USGS	03287500	2016-07-07 19:30	EDT	27.4	P	3160	P	8.01	P	0.00	P
USGS	03287500	2016-07-07 19:45	EDT	27.4	P	3190	P	8.02	P	0.00	P
USGS	03287500	2016-07-07 20:00	EDT	27.4	P	3220	P	8.03	P	0.00	P
USGS	03287500	2016-07-07 20:15	EDT	27.4	P	3220	P	8.03	P	0.00	P
USGS	03287500	2016-07-07 20:30	EDT	27.4	P	3250	P	8.04	P	0.00	P
USGS	03287500	2016-07-07 20:45	EDT	27.4	P	3370	P	8.08	P	0.00	P
USGS	03287500	2016-07-07 21:00	EDT	27.4	P	3250	P	8.04	P	0.00	P
USGS	03287500	2016-07-07 21:15	EDT	27.4	P	3250	P	8.04	P	0.00	P
USGS	03287500	2016-07-07 21:30	EDT	27.4	P	3250	P	8.04	P	0.00	P
USGS	03287500	2016-07-07 21:45	EDT	27.4	P	3280	P	8.05	P	0.00	P
USGS	03287500	2016-07-07 22:00	EDT	27.4	P	3310	P	8.06	P	0.00	P
USGS	03287500	2016-07-07 22:15	EDT	27.4	P	3340	P	8.07	P	0.00	P
USGS	03287500	2016-07-07 22:30	EDT	27.3	P	3370	P	8.08	P	0.00	P
USGS	03287500	2016-07-07 22:45	EDT	27.4	P	3370	P	8.08	P	0.00	P
USGS	03287500	2016-07-07 23:00	EDT	27.3	P	3400	P	8.09	P	0.00	P
USGS	03287500	2016-07-07 23:15	EDT	27.3	P	3400	P	8.09	P	0.00	P
USGS	03287500	2016-07-07 23:30	EDT	27.3	P	3430	P	8.10	P	0.00	P
USGS	03287500	2016-07-07 23:45	EDT	27.3	P	3460	P	8.11	P	0.00	P
USGS	03287500	2016-07-08 00:00	EDT	27.3	P	3460	P	8.11	P	0.00	P
USGS	03287500	2016-07-08 00:15	EDT	27.4	P	3490	P	8.12	P	0.00	P
USGS	03287500	2016-07-08 00:30	EDT	27.4	P	3520	P	8.13	P	0.00	P
USGS	03287500	2016-07-08 00:45	EDT	27.4	P	3520	P	8.13	P	0.00	P
USGS	03287500	2016-07-08 01:00	EDT	27.4	P	3560	P	8.14	P	0.00	P
USGS	03287500	2016-07-08 01:15	EDT	27.4	P	3590	P	8.15	P	0.00	P
USGS	03287500	2016-07-08 01:30	EDT	27.4	P	3620	P	8.16	P	0.00	P
USGS	03287500	2016-07-08 01:45	EDT	27.4	P	3650	P	8.17	P	0.00	P
USGS	03287500	2016-07-08 02:00	EDT	27.4	P	3680	P	8.18	P	0.00	P
USGS	03287500	2016-07-08 02:15	EDT	27.4	P	3710	P	8.19	P	0.00	P
USGS	03287500	2016-07-08 02:30	EDT	27.3	P	3710	P	8.19	P	0.00	P
USGS	03287500	2016-07-08 02:45	EDT	27.3	P	3740	P	8.20	P	0.00	P
USGS	03287500	2016-07-08 03:00	EDT	27.3	P	3780	P	8.21	P	0.00	P
USGS	03287500	2016-07-08 03:15	EDT	27.3	P	3810	P	8.22	P	0.00	P
USGS	03287500	2016-07-08 03:30	EDT	27.3	P	3840	P	8.23	P	0.00	P
USGS	03287500	2016-07-08 03:45	EDT	27.3	P	3840	P	8.23	P	0.00	P
USGS	03287500	2016-07-08 04:00	EDT	27.3	P	3870	P	8.24	P	0.00	P
USGS	03287500	2016-07-08 04:15	EDT	27.3	P	3910	P	8.25	P	0.00	P
USGS	03287500	2016-07-08 04:30	EDT	27.3	P	3940	P	8.26	P	0.00	P
USGS	03287500	2016-07-08 04:45	EDT	27.2	P	3970	P	8.27	P	0.00	P
USGS	03287500	2016-07-08 05:00	EDT	27.2	P	4000	P	8.28	P	0.00	P
USGS	03287500	2016-07-08 05:15	EDT	27.2	P	4070	P	8.30	P	0.00	P
USGS	03287500	2016-07-08 05:30	EDT	27.2	P	4070	P	8.30	P	0.00	P
USGS	03287500	2016-07-08 05:45	EDT	27.2	P	4100	P	8.31	P	0.00	P
USGS	03287500	2016-07-08 06:00	EDT	27.1	P	4170	P	8.33	P	0.00	P
USGS	03287500	2016-07-08 06:15	EDT	27.1	P	4200	P	8.34	P	0.00	P
USGS	03287500	2016-07-08 06:30	EDT	27.0	P	4230	P	8.35	P	0.00	P
USGS	03287500	2016-07-08 06:45	EDT	27.0	P	4270	P	8.36	P	0.00	P
USGS	03287500	2016-07-08 07:00	EDT	27.0	P	4330	P	8.38	P	0.00	P
USGS	03287500	2016-07-08 07:15	EDT	26.9	P	4370	P	8.39	P	0.01	P
USGS	03287500	2016-07-08 07:30	EDT	26.9	P	4430	P	8.41	P	0.05	P
USGS	03287500	2016-07-08 07:45	EDT	26.8	P	4430	P	8.41	P	0.01	P
USGS	03287500	2016-07-08 08:00	EDT	26.8	P	4540	P	8.44	P	0.19	P
USGS	03287500	2016-07-08 08:15	EDT	26.7	P	4570	P	8.45	P	0.08	P
USGS	03287500	2016-07-08 08:30	EDT	26.7	P	4610	P	8.46	P	0.02	P
USGS	03287500	2016-07-08 08:45	EDT	26.5	P	4670	P	8.48	P	0.20	P
USGS	03287500	2016-07-08 09:00	EDT	26.5	P	4880	P	8.54	P	0.56	P
USGS	03287500	2016-07-08 09:15	EDT	26.5	P	4850	P	8.53	P	0.14	P
USGS	03287500	2016-07-08 09:30	EDT	26.4	P	4850	P	8.53	P	0.00	P
USGS	03287500	2016-07-08 09:45	EDT	26.4	P	4880	P	8.54	P	0.00	P
USGS	03287500	2016-07-08 10:00	EDT	26.5	P	4950	P	8.56	P	0.00	P
USGS	03287500	2016-07-08 10:15	EDT	26.5	P	5020	P	8.58	P	0.00	P
USGS	03287500	2016-07-08 10:30	EDT	26.5	P	5020	P	8.58	P	0.00	P
USGS	03287500	2016-07-08 10:45	EDT	26.4	P	5100	P	8.60	P	0.00	P
USGS	03287500	2016-07-08 11:00	EDT	26.4	P	5170	P	8.62	P	0.00	P
USGS	03287500	2016-07-08 11:15	EDT	26.4	P	5200	P	8.63	P	0.00	P
USGS	03287500	2016-07-08 11:30	EDT	26.4	P	5200	P	8.63	P	0.00	P
USGS	03287500	2016-07-08 11:45	EDT	26.3	P	5350	P	8.67	P	0.03	P
USGS	03287500	2016-07-08 12:00	EDT	26.3	P	5390	P	8.68	P	0.01	P
USGS	03287500	2016-07-08 12:15	EDT	26.2	P	5420	P	8.69	P	0.00	P
USGS	03287500	2016-07-08 12:30	EDT	26.2	P	5460	P	8.70	P	0.01	P
USGS	03287500	2016-07-08 12:45	EDT	26.2	P	5490	P	8.71	P	0.00	P
USGS	03287500	2016-07-08 13:00	EDT	26.2	P	5640	P	8.75	P	0.01	P
USGS	03287500	2016-07-08 13:15	EDT	26.1	P	5680	P	8.76	P	0.00	P
USGS	03287500	2016-07-08 13:30	EDT	26.1	P	5720	P	8.77	P	0.00	P
USGS	03287500	2016-07-08 13:45	EDT	26.1	P	5750	P	8.78	P	0.00	P
USGS	03287500	2016-07-08 14:00	EDT	26.1	P	5830	P	8.80	P	0.00	P
USGS	03287500	2016-07-08 14:15	EDT	26.0	P	5910	P	8.82	P	0.00	P
USGS	03287500	2016-07-08 14:30	EDT	26.0	P	5980	P	8.84	P	0.00	P
USGS	03287500	2016-07-08 14:45	EDT	26.0	P	6060	P	8.86	P	0.00	P
USGS	03287500	2016-07-08 15:00	EDT	25.9	P	6100	P	8.87	P	0.00	P
USGS	03287500	2016-07-08 15:15	EDT	25.9	P	6210	P	8.90	P	0.00	P
USGS	03287500	2016-07-08 15:30	EDT	25.9	P	6250	P	8.91	P	0.00	P
USGS	03287500	2016-07-08 15:45	EDT	25.9	P	6330	P	8.93	P	0.00	P
USGS	03287500	2016-07-08 16:00	EDT	25.8	P	6210	P	8.90	P	0.00	P
USGS	03287500	2016-07-08 16:15	EDT	25.8	P	6520	P	8.98	P	0.00	P
USGS	03287500	2016-07-08 16:30	EDT	25.8	P	6560	P	8.99	P	0.00	P
USGS	03287500	2016-07-08 16:45	EDT	25.8	P	6680	P	9.02	P	0.00	P
USGS	03287500	2016-07-08 17:00	EDT	25.7	P	6720	P	9.03	P	0.00	P
USGS	03287500	2016-07-08 17:15	EDT	25.7	P	6800	P	9.05	P	0.00	P
USGS	03287500	2016-07-08 17:30	EDT	25.7	P	6880	P	9.07	P	0.00	P
USGS	03287500	2016-07-08 17:45	EDT	25.6	P	7040	P	9.11	P	0.00	P
USGS	03287500	2016-07-08 18:00	EDT	25.6	P	7120	P	9.13	P	0.00	P
USGS	03287500	2016-07-08 18:15	EDT	25.5	P	7250	P	9.16	P	0.00	P
USGS	03287500	2016-07-08 18:30	EDT	25.5	P	7330	P	9.18	P	0.00	P
USGS	03287500	2016-07-08 18:45	EDT	25.5	P	7700	P	9.27	P	0.00	P
USGS	03287500	2016-07-08 19:00	EDT	25.4	P	7580	P	9.24	P	0.00	P
USGS	03287500	2016-07-08 19:15	EDT	25.4	P	7660	P	9.26	P	0.00	P
USGS	03287500	2016-07-08 19:30	EDT	25.4	P	7790	P	9.29	P	0.00	P
USGS	03287500	2016-07-08 19:45	EDT	25.4	P	7870	P	9.31	P	0.00	P
USGS	03287500	2016-07-08 20:00	EDT	25.4	P	7960	P	9.33	P	0.00	P
USGS	03287500	2016-07-08 20:15	EDT	25.3	P	8080	P	9.36	P	0.00	P
USGS	03287500	2016-07-08 20:30	EDT	25.3	P	8210	P	9.39	P	0.00	P
USGS	03287500	2016-07-08 20:45	EDT	25.3	P	8300	P	9.41	P	0.00	P
USGS	03287500	2016-07-08 21:00	EDT	25.4	P	8430	P	9.44	P	0.00	P
USGS	03287500	2016-07-08 21:15	EDT	25.4	P	8560	P	9.47	P	0.00	P
